id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
51592836,https://www.airbnb.com/rooms/51592836,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.72 · 1 bedroom · 1 bed · 1 bath,,"Walking distance to Capitol Repertory Theater and The Palace Theater, Albany Distilling Company and Ten Broeck Mansion",https://a0.muscache.com/pictures/miso/Hosting-51592836/original/df72eb98-27e3-4f7f-a23a-0df3e76240a9.jpeg,60293220,https://www.airbnb.com/users/show/60293220,David,2016-02-24,"Latham, NY","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/7565f399-7df6-4497-8893-9c41faac79ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7565f399-7df6-4497-8893-9c41faac79ea.jpg?aki_policy=profile_x_medium,Ten Broeck Triangle,3,3,"['email', 'phone', 'work_email']",t,t,"Albany, New York, United States",THIRD WARD,,42.65812,-73.74941,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$75.00,3,3,2,3,3,3,2.3,3.0,,t,28,58,85,356,2024-01-06,68,26,1,2021-10-10,2023-12-18,4.72,4.87,4.6,4.94,4.91,4.47,4.76,,f,3,3,0,0,2.49
1031769383031951534,https://www.airbnb.com/rooms/1031769383031951534,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/hosting/Hosting-1031769383031951534/original/5e07a5a4-030f-4ba7-a878-5f7614810d68.jpeg,542010451,https://www.airbnb.com/users/show/542010451,Sophia,2023-10-15,,"",a few days or more,0%,N/A,f,https://a0.muscache.com/im/pictures/user/User-542010451/original/8d9d831d-72b2-4552-ba47-86e9af7d4bcb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-542010451/original/8d9d831d-72b2-4552-ba47-86e9af7d4bcb.jpeg?aki_policy=profile_x_medium,Arbor Hill,2,2,"['email', 'phone']",t,t,,THIRD WARD,,42.65863677268644,-73.75184060852648,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$76.00,30,365,30,30,365,365,30.0,365.0,,t,27,57,87,87,2024-01-06,0,0,0,,,,,,,,,,,f,1,1,0,0,
43955950,https://www.airbnb.com/rooms/43955950,20240106043908,2024-01-06,city scrape,Home in Albany · ★4.90 · 3 bedrooms · 3 beds · 1 bath,,"Tree lined streets, sidewalks, tight knit community, and local services such as a hospital, specialty and retail shops and the Capital Hills Golf Course are a few of many attractions to the neighborhood.  Normanskill Deriving its name from Norman’s Creek, Normanskill is a residential community tucked away from the hustle and bustle of the City. Large lawns, trees and location right off of New Scotland Avenue area few of many amenities of the neighborhood. North Albany / Shaker Park A tight knit community with an Irish past, the neighborhood enjoys a golf course, Sacred Heart Park, Hackett Park, and will soon host a brand new YMCA facility. Housing styles are typically a mixture of single family and duplexes. Park South Tucked between the growing University Heights and Washington Park, Park South features a mix of housing styles. Located close to services on New Scotland Avenue and downtown, getting anywhere quickly is easy",https://a0.muscache.com/pictures/e668f12e-c457-4aa8-8123-f6c696a81dda.jpg,232967878,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY","",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,20,44,"['email', 'phone']",t,t,"Albany, New York, United States",EIGHTH WARD,,42.64383,-73.78926,Entire home,Entire home/apt,6,,1 bath,,3,[],$245.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-01-06,66,20,0,2020-07-05,2023-10-08,4.9,4.88,4.88,4.93,4.93,4.81,4.75,,f,19,19,0,0,1.55
1055481757202000214,https://www.airbnb.com/rooms/1055481757202000214,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,,"We are centrally located in the Center Square neighborhood and convenient to Downtown Albany, Hudson Park, Washington Park, the NYS Museum, the MVP Arena and less than a block away from the New York State Capitol Building. We're located near many restaurants, right across the street we have one of the best Italian restaurants.",https://a0.muscache.com/pictures/miso/Hosting-1055481757202000214/original/b307e5b2-4c60-4aad-b3b9-71bdf3e63ac7.jpeg,28987572,https://www.airbnb.com/users/show/28987572,Bryce,2015-03-08,"Albany, NY","Experienced Hosts who love to travel and provide great experiences for your travel. 
",within a few hours,100%,96%,t,https://a0.muscache.com/im/pictures/user/589270de-fe99-4d81-93de-72e072b072e2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/589270de-fe99-4d81-93de-72e072b072e2.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,6,6,"['email', 'phone']",t,t,"Albany, New York, United States",SIXTH WARD,,42.65098734769702,-73.76307767802679,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$118.00,2,365,2,2,365,365,2.0,365.0,,t,30,60,90,270,2024-01-06,0,0,0,,,,,,,,,,,f,1,1,0,0,
53971505,https://www.airbnb.com/rooms/53971505,20240106043908,2024-01-06,previous scrape,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,,"Urban and walk-able neighborhood close to several theaters, numerous bars and downtown Albany. On-street parking with some restrictions on Sunday and Monday Evenings.",https://a0.muscache.com/pictures/miso/Hosting-53971505/original/a941c163-fb8a-4edc-98db-156c761745f0.jpeg,60293220,https://www.airbnb.com/users/show/60293220,David,2016-02-24,"Latham, NY","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/7565f399-7df6-4497-8893-9c41faac79ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7565f399-7df6-4497-8893-9c41faac79ea.jpg?aki_policy=profile_x_medium,Ten Broeck Triangle,3,3,"['email', 'phone', 'work_email']",t,t,"Albany, New York, United States",FOURTH WARD,,42.65873,-73.7494,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$75.00,13,1125,13,13,1125,1125,13.0,1125.0,,t,30,60,90,365,2024-01-06,3,0,0,2022-02-28,2022-12-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,3,3,0,0,0.13
823275570359807298,https://www.airbnb.com/rooms/823275570359807298,20240106043908,2024-01-06,previous scrape,Townhouse in Albany · 3 bedrooms · 3 beds · 1 bath,,"The house is located on a quiet street and comes with a fully updated kitchen, bathroom, load washer and dryer, back deck, and plenty of on street parking.<br />5 minute drive to Albany Medical Hospital. Great restaurants pubs ,stores ,gas station in close proximity",https://a0.muscache.com/pictures/miso/Hosting-823275570359807298/original/11844b98-8431-4c3c-8016-7e6ccb121413.jpeg,500360485,https://www.airbnb.com/users/show/500360485,Manjano,2023-02-09,"Albany, NY","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/User-500360485/original/f74602fa-8b29-43a4-8672-9c927c525072.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-500360485/original/f74602fa-8b29-43a4-8672-9c927c525072.jpeg?aki_policy=profile_x_medium,Park South,1,1,"['email', 'phone']",t,t,"Albany, New York, United States",SIXTH WARD,,42.65184046237008,-73.77073690770652,Entire townhouse,Entire home/apt,6,,1 bath,,3,[],,2,30,2,2,30,30,2.0,30.0,,,0,0,0,0,2024-01-06,0,0,0,,,,,,,,,,,f,1,1,0,0,
16531782,https://www.airbnb.com/rooms/16531782,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.74 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/84063777-bd6d-41e4-92f8-ab5cf61becb7.jpg,5691268,https://www.airbnb.com/users/show/5691268,Elizabeth,2013-03-30,"Albany, NY",I'm Irish living in Albany NY.  I have 3 grown up kids.  I have 2 chihuauas    I am visiting Toronto to meet my sister and nephew who are visiting from Ireland.  Don't smoke or drink just love my dogs!,within a few hours,96%,86%,f,https://a0.muscache.com/im/pictures/user/d34e69f3-8c6e-48e7-b3f5-c2d42939675a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d34e69f3-8c6e-48e7-b3f5-c2d42939675a.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,FOURTEENTH WARD,,42.66075,-73.80605,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$67.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,21,51,77,315,2024-01-06,333,112,8,2020-05-28,2023-12-26,4.74,4.83,4.61,4.84,4.73,4.9,4.82,,f,2,2,0,0,7.57
1020518500251473070,https://www.airbnb.com/rooms/1020518500251473070,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.33 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/hosting/Hosting-1020518500251473070/original/8fb0c237-3c07-4dff-b9f7-cbf6c0dda46f.jpeg,233515764,https://www.airbnb.com/users/show/233515764,Etem,2018-12-31,"Colonie, NY","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_x_medium,Downtown,1,1,"['email', 'phone']",t,t,,SECOND WARD,,42.64713879857583,-73.7546608201248,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$52.00,1,14,1,1,14,14,1.0,14.0,,t,15,37,63,63,2024-01-06,3,3,3,2023-12-07,2024-01-01,4.33,4.33,4.33,5.0,5.0,3.67,4.33,,t,1,1,0,0,3
880290989870286099,https://www.airbnb.com/rooms/880290989870286099,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.83 · 3 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/94edcf5a-0cfb-4968-a136-6cfe8432a083.jpg,49372011,https://www.airbnb.com/users/show/49372011,Phil,2015-11-18,,"",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/41becb72-278f-4d29-82bc-a4794d33a7c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/41becb72-278f-4d29-82bc-a4794d33a7c5.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,ELEVENTH WARD,,42.67355,-73.78496,Entire rental unit,Entire home/apt,7,,2 baths,,3,[],$175.00,2,365,1,2,365,1125,1.7,880.4,,t,30,60,90,179,2024-01-06,18,18,0,2023-05-14,2023-11-27,4.83,4.94,4.94,4.83,5.0,4.39,4.61,,f,2,2,0,0,2.27
653433851241162365,https://www.airbnb.com/rooms/653433851241162365,20240106043908,2024-01-06,city scrape,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-653433851241162365/original/6acc254b-d886-45c0-b238-8b84e644a11c.jpeg,1761578,https://www.airbnb.com/users/show/1761578,Grant,2012-02-16,"New York, NY","",N/A,N/A,100%,f,https://a0.muscache.com/im/users/1761578/profile_pic/1329421167/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1761578/profile_pic/1329421167/original.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,1,5,"['email', 'phone']",t,f,,SIXTH WARD,,42.65389,-73.76538,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$130.00,2,29,2,2,1125,1125,2.0,1125.0,,t,30,60,90,90,2024-01-06,1,1,0,2023-03-20,2023-03-20,5.0,5.0,5.0,5.0,5.0,4.0,3.0,,t,1,1,0,0,0.10
39873571,https://www.airbnb.com/rooms/39873571,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.65 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-39873571/original/65866930-f242-42dd-bba6-cecfb8bb5547.jpeg,306508346,https://www.airbnb.com/users/show/306508346,Adem,2019-11-03,"Albany, NY","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/e04cd660-45e2-4880-970a-b55bcfba9025.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e04cd660-45e2-4880-970a-b55bcfba9025.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,t,,THIRD WARD,,42.65682,-73.76298,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$78.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,206,2024-01-06,139,69,0,2022-06-19,2023-08-30,4.65,4.76,4.58,4.86,4.89,4.45,4.76,,f,2,2,0,0,7.35
989010058281318863,https://www.airbnb.com/rooms/989010058281318863,20240106043908,2024-01-06,city scrape,Rental unit in Albany · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-989010058281318863/original/0d7430e8-5d95-4c89-b3a4-2134602df952.jpeg,75667477,https://www.airbnb.com/users/show/75667477,Ahmad,2016-06-03,"Albany, NY","",within a day,100%,57%,f,https://a0.muscache.com/im/pictures/user/a86fdb76-4af7-4be5-97fd-687a5d0f009c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a86fdb76-4af7-4be5-97fd-687a5d0f009c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,SIXTH WARD,,42.65411,-73.76129,Entire rental unit,Entire home/apt,3,,1 bath,,2,[],$99.00,30,180,30,30,180,180,30.0,180.0,,t,21,51,81,171,2024-01-06,2,2,0,2023-10-03,2023-11-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.63
649973892551492641,https://www.airbnb.com/rooms/649973892551492641,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.60 · Studio · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/6bf876ae-498d-43a1-a30c-a9ed6b6a465c.jpg,353498132,https://www.airbnb.com/users/show/353498132,Michael,2020-07-04,"Albany, NY","",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/90fe32ef-2fd1-4d47-9388-a2c796561478.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90fe32ef-2fd1-4d47-9388-a2c796561478.jpg?aki_policy=profile_x_medium,Mansion Area,5,5,"['email', 'phone']",t,t,,SECOND WARD,,42.64625,-73.75663,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$89.00,14,365,14,14,365,365,14.0,365.0,,t,0,0,0,187,2024-01-06,5,2,0,2022-08-21,2023-08-05,4.6,4.8,4.8,5.0,5.0,4.6,4.6,,f,5,5,0,0,0.30
1489424,https://www.airbnb.com/rooms/1489424,20240106043908,2024-01-06,city scrape,Home in Albany · ★4.74 · 1 bedroom · 1 bed · 1 private bath,,Quiet yet convenient.,https://a0.muscache.com/pictures/21977748/1dc80cd7_original.jpg,5294164,https://www.airbnb.com/users/show/5294164,Efrat,2013-03-02,"Albany, NY","I am originally from Brooklyn, New York. As an adult I have lived in both the U.S. and Israel. I am on faculty at Empire State College. My husband, Dan, works for NY State as a researcher on prison population issues. Our three daughters are young adults and scattered in various locations. We have hosted several exchange students from Europe, South America and Asia and our house was always full of young people when our daughters were younger. We are relaxed and welcoming hosts.",within an hour,100%,88%,f,https://a0.muscache.com/im/users/5294164/profile_pic/1375754135/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5294164/profile_pic/1375754135/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Albany, New York, United States",FOURTEENTH WARD,,42.66719,-73.8158,Private room in home,Private room,2,,1 private bath,,1,[],$50.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,8,14,14,201,2024-01-06,239,47,1,2013-09-10,2023-12-08,4.74,4.82,4.56,4.92,4.92,4.82,4.81,,f,1,0,1,0,1.90
12284708,https://www.airbnb.com/rooms/12284708,20240106043908,2024-01-06,city scrape,Home in Albany · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,,"BBQ spot directly across from house.<br />Convenience store with everything you would need at corner, next to BBQ spot.",https://a0.muscache.com/pictures/0adcd911-d1ad-4faf-af01-749343697b5d.jpg,36438637,https://www.airbnb.com/users/show/36438637,Chad,2015-06-22,"Albany, NY","",within an hour,100%,93%,t,https://a0.muscache.com/im/pictures/user/b3382f39-e130-4af4-b2b6-b755d0a79db8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b3382f39-e130-4af4-b2b6-b755d0a79db8.jpg?aki_policy=profile_x_medium,,15,15,"['email', 'phone']",t,t,"Albany, New York, United States",TENTH WARD,,42.65912,-73.78349,Private room in home,Private room,2,,1 shared bath,,1,[],$45.00,10,365,10,10,1125,1125,10.0,1125.0,,t,0,0,0,218,2024-01-06,61,0,0,2016-05-23,2019-10-26,4.61,4.75,4.46,4.86,4.81,4.73,4.68,,t,4,0,4,0,0.66
708060437684762754,https://www.airbnb.com/rooms/708060437684762754,20240106043908,2024-01-06,city scrape,Home in Albany · 1 bedroom · 1 bed · 2 shared baths,,,https://a0.muscache.com/pictures/miso/Hosting-708060437684762754/original/3f726c13-d548-4361-82b7-394ef0f1f815.jpeg,478008190,https://www.airbnb.com/users/show/478008190,Edward,2022-09-03,,"Traveling, providing adequate services and places to stay is what I do.",within a day,50%,56%,f,https://a0.muscache.com/im/pictures/user/User-478008190/original/64e3f23e-bef5-491c-a912-9f575f9d73c0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-478008190/original/64e3f23e-bef5-491c-a912-9f575f9d73c0.jpeg?aki_policy=profile_x_medium,New Scotland,3,3,"['email', 'phone']",t,t,,FOURTEENTH WARD,,42.659297007542705,-73.79720147699118,Private room in home,Private room,1,,2 shared baths,,1,[],$27.00,30,365,30,30,365,365,30.0,365.0,,t,0,27,57,331,2024-01-06,2,1,0,2022-10-23,2023-05-23,3.5,4.0,2.0,5.0,4.5,4.0,4.0,,f,3,0,3,0,0.14
843481456379840308,https://www.airbnb.com/rooms/843481456379840308,20240106043908,2024-01-06,city scrape,Rental unit in Albany · 3 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-843481456379840308/original/5f9f3018-ad47-48d3-b877-229aa8886d49.jpeg,188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,2018-05-09,,"I am a devoted mother to my lovely children. I have a passion for health & wellness, gardening, cooking, travel, design and all things beautiful. I am a thoughtful and detail-oriented person. A native to the Capital District, I am eager to ensure my guests enjoy their time in Albany and have a very pleasant stay!",within a few hours,80%,43%,f,https://a0.muscache.com/im/pictures/user/User-188679144/original/03aaf6c8-18d2-4e70-8a16-0f13bd99d1ce.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/03aaf6c8-18d2-4e70-8a16-0f13bd99d1ce.jpeg?aki_policy=profile_x_medium,Center Square & Hudson/Park,8,8,"['email', 'phone']",t,t,,SIXTH WARD,,42.65481,-73.76352,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$90.00,1,365,1,1,365,365,1.0,365.0,,t,30,60,90,365,2024-01-06,2,2,0,2023-03-21,2023-09-04,3.5,3.0,3.5,3.0,4.5,5.0,3.5,,f,8,8,0,0,0.21
1018295677909928470,https://www.airbnb.com/rooms/1018295677909928470,20240106043908,2024-01-06,city scrape,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 3 baths,,,https://a0.muscache.com/pictures/hosting/Hosting-969886763377526954/original/c91b6a05-75c2-45a1-a901-e9329b42d75f.jpeg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY",I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_x_medium,Melrose,10,15,['phone'],t,t,,FOURTEENTH WARD,,42.66792031298625,-73.79895760671212,Private room in home,Private room,2,,3 baths,,1,[],$58.00,1,365,1,1,365,365,1.0,365.0,,t,23,53,83,262,2024-01-06,8,8,5,2023-11-18,2023-12-29,5.0,5.0,4.88,5.0,5.0,5.0,5.0,,f,10,1,9,0,4.80
554082470790988493,https://www.airbnb.com/rooms/554082470790988493,20240106043908,2024-01-06,city scrape,Townhouse in Albany · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,,"The brownstone is located walking distance from the Empire State Plaza, the Capitol, Albany Medical, downtown Albany and more.",https://a0.muscache.com/pictures/miso/Hosting-554082470790988493/original/a2d860cf-216f-43d3-b470-71027152445d.jpeg,49100926,https://www.airbnb.com/users/show/49100926,Clyde,2015-11-15,"New York, NY","Hard-working, easygoing and quiet ",N/A,N/A,89%,f,https://a0.muscache.com/im/pictures/user/54f04fdc-700a-4a56-8e4c-0b4912a18b37.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/54f04fdc-700a-4a56-8e4c-0b4912a18b37.jpg?aki_policy=profile_x_medium,Central Avenue,4,4,"['email', 'phone', 'work_email']",t,t,"Albany, New York, United States",SIXTH WARD,,42.6598,-73.76995,Private room in townhouse,Private room,2,,1.5 shared baths,,1,[],$100.00,2,365,2,2,1125,1125,2.0,1125.0,,t,29,59,89,363,2024-01-06,6,0,0,2022-02-16,2022-10-02,4.67,4.5,4.83,4.67,4.83,4.83,4.83,,f,4,0,4,0,0.26
1056068682616336229,https://www.airbnb.com/rooms/1056068682616336229,20240106043908,2024-01-06,city scrape,Home in Albany · ★New · 2 bedrooms · 1.5 baths,,,https://a0.muscache.com/pictures/eca4289a-907f-4d88-8810-4a2462461d08.jpg,20536619,https://www.airbnb.com/users/show/20536619,Emily,2014-08-25,"Albany, NY","",within a few hours,100%,70%,f,https://a0.muscache.com/im/pictures/user/3f3b3191-aab3-4ff3-89bc-23cf3eb5a7b3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3f3b3191-aab3-4ff3-89bc-23cf3eb5a7b3.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,THIRTEENTH WARD,,42.671403853726794,-73.79431183637729,Private room in home,Private room,3,,1.5 baths,,,[],$85.00,5,90,5,5,90,90,5.0,90.0,,t,10,28,58,148,2024-01-06,0,0,0,,,,,,,,,,,f,2,0,2,0,
53312101,https://www.airbnb.com/rooms/53312101,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.80 · 1 bedroom · 1 bed · 1 bath,,"This building is located a short walk from all of Downtown Albany. Nearby you'll find famous Lark Street, Broadway Street, the MVP Center, and tons of historic buildings. The history on the street of Albany is staggeringly rich as you walk down the very streets that have seen the likes of Mohamed Ali, and Alexander Hamilton. The building was even named after the famous Schuyler family.",https://a0.muscache.com/pictures/8d8fa171-8c8b-430a-aa50-e7614767e018.jpg,232967878,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY","",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,20,44,"['email', 'phone']",t,t,"Albany, New York, United States",SECOND WARD,,42.64369,-73.7581,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$97.00,1,365,1,1,1125,1125,1.0,1125.0,,t,22,52,82,82,2024-01-06,40,26,0,2021-11-17,2023-12-01,4.8,4.83,4.85,4.85,4.85,4.33,4.73,,f,19,19,0,0,1.54
682687626408133288,https://www.airbnb.com/rooms/682687626408133288,20240106043908,2024-01-06,city scrape,Rental unit in Albany · ★4.80 · 4 bedrooms · 4 beds · 2 baths,,"Located right off Madison Ave. close to universities,hospitals and restaurants. Central to major highways and shopping centers",https://a0.muscache.com/pictures/3bf755f4-f2f8-4c16-980c-ef5c3f927d98.jpg,232967878,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY","",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,20,44,"['email', 'phone']",t,t,"Albany, New York, United States",TENTH WARD,,42.66172,-73.78497,Entire rental unit,Entire home/apt,6,,2 baths,,4,[],$179.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-01-06,78,56,1,2022-08-05,2023-12-13,4.8,4.8,4.78,4.86,4.84,4.56,4.78,,t,19,19,0,0,4.50
977732791678350126,https://www.airbnb.com/rooms/977732791678350126,20240106043908,2024-01-06,previous scrape,Rental unit in Albany · 2 bedrooms · 2 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-977732791678350126/original/c4c3c13a-127d-4ad2-89b3-7d3580ed116e.jpeg,440217250,https://www.airbnb.com/users/show/440217250,James,2022-01-12,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/9913fe14-182c-4a8f-848e-0cb051d6270a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9913fe14-182c-4a8f-848e-0cb051d6270a.jpg?aki_policy=profile_x_medium,Downtown,5,6,"['email', 'phone']",t,t,,THIRD WARD,,42.65393539999999,-73.7513252,Entire rental unit,Entire home/apt,4,,2 baths,,2,[],$129.00,180,220,180,180,220,220,180.0,220.0,,t,0,0,0,118,2024-01-06,0,0,0,,,,,,,,,,,f,1,1,0,0,
